MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"2","KSPO송파","성인","일반","53","관리자","1등급","20230701","F"
"1","연제","성인","일반","40","관리자","참가","20230701","M"
"1","KSPO송파","청소년","출장","14","관리자","3등급","20230701","F"
"1","남구(부산)","성인","일반","32","관리자","참가","20230701","M"
"1","KSPO광주","성인","일반","19","관리자","2등급","20230701","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20230701","F"
"1","KSPO송파","성인","일반","61","관리자","3등급","20230701","F"
"1","KSPO송파","청소년","출장","14","관리자","참가","20230701","F"
"2","성동","성인","일반","30","관리자","3등급","20230701","F"
"1","KSPO건강체력","성인","출장","39","관리자","참가","20230701","M"
"3","KSPO건강체력","어르신","출장","75","관리자","참가","20230701","M"
"1","KSPO송파","청소년","출장","14","관리자","1등급","20230701","M"
"1","KSPO송파","청소년","출장","14","관리자","3등급","20230701","F"
"6","KSPO대구","성인","일반","62","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","24","관리자","참가","20230701","M"
"2","성동","어르신","일반","76","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","24","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","23","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","24","관리자","참가","20230701","F"
"1","KSPO대구","성인","일반","43","관리자","참가","20230701","M"
"1","연제","성인","일반","19","관리자","참가","20230701","M"
"2","KSPO건강체력","어르신","출장","66","관리자","참가","20230701","F"
"5","화성","성인","일반","39","관리자","1등급","20230701","M"
"1","성동","성인","일반","39","관리자","참가","20230701","F"
"1","성동","성인","일반","32","관리자","참가","20230701","M"
"2","구미","성인","일반","30","관리자","2등급","20230701","F"
"2","화성","성인","일반","22","관리자","2등급","20230701","F"
"1","KSPO아산","성인","일반","29","관리자","참가","20230701","F"
"2","성동","성인","일반","51","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","42","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","54","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","42","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","25","관리자","참가","20230701","M"
"1","성동","성인","일반","34","관리자","참가","20230701","F"
"1","KSPO송파","성인","일반","51","관리자","참가","20230701","M"
"3","KSPO송파","성인","일반","31","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230701","F"
"1","KSPO광주","성인","일반","40","관리자","참가","20230701","M"
"1","성동","성인","일반","24","관리자","참가","20230701","F"
"1","전주","성인","일반","19","관리자","참가","20230701","M"
"3","동구(부산)","성인","일반","52","관리자","참가","20230701","M"
"3","동구(부산)","성인","일반","19","관리자","3등급","20230701","M"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230701","M"
"1","남구(부산)","성인","일반","32","관리자","1등급","20230701","F"
"5","KSPO대구","성인","일반","26","관리자","2등급","20230701","M"
"1","스포원(금정)","성인","일반","20","관리자","참가","20230701","M"
"2","KSPO대구","성인","일반","42","관리자","3등급","20230701","M"
"1","KSPO아산","성인","일반","34","관리자","2등급","20230701","M"
"1","연제","성인","일반","34","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","33","관리자","참가","20230701","F"
"1","성동","성인","일반","45","관리자","참가","20230701","F"
"1","KSPO아산","성인","일반","30","관리자","참가","20230701","F"
"2","KSPO광주","청소년","일반","18","관리자","3등급","20230701","M"
"1","스포원(금정)","성인","일반","53","관리자","참가","20230701","F"
"2","KSPO건강체력","어르신","출장","65","관리자","참가","20230701","F"
"1","KSPO송파","청소년","출장","15","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","60","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","65","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","19","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","39","관리자","참가","20230701","F"
"1","성동","성인","일반","42","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","63","관리자","참가","20230701","F"
"7","구미","성인","일반","28","관리자","3등급","20230701","M"
"1","KSPO송파","청소년","출장","14","관리자","2등급","20230701","M"
"1","KSPO건강체력","성인","출장","24","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","78","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","71","관리자","참가","20230701","F"
"2","KSPO대구","성인","일반","35","관리자","참가","20230701","M"
"1","KSPO송파","어르신","일반","74","관리자","2등급","20230701","M"
"1","연제","성인","일반","22","관리자","참가","20230701","F"
"1","충주","성인","일반","22","관리자","참가","20230701","F"
"1","남구(부산)","성인","일반","44","관리자","참가","20230701","M"
"1","구미","성인","일반","33","관리자","참가","20230701","F"
"3","구미","성인","일반","29","관리자","2등급","20230701","F"
"1","KSPO건강체력","어르신","출장","70","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","59","관리자","참가","20230701","F"
"1","KSPO광주","성인","일반","30","관리자","3등급","20230701","F"
"1","KSPO건강체력","성인","출장","54","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","79","관리자","참가","20230701","F"
"1","KSPO건강체력","어르신","출장","67","관리자","참가","20230701","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20230701","M"
"1","충주","성인","일반","38","관리자","참가","20230701","M"
"2","KSPO대구","성인","일반","26","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","38","관리자","참가","20230701","M"
"10","KSPO대구","성인","일반","42","관리자","1등급","20230701","M"
"1","KSPO건강체력","성인","출장","27","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","47","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","58","관리자","참가","20230701","M"
"1","남구(부산)","성인","일반","31","관리자","3등급","20230701","M"
"1","KSPO건강체력","성인","출장","35","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","76","관리자","참가","20230701","F"
"2","남구(부산)","성인","일반","38","관리자","참가","20230701","M"
"6","KSPO대구","성인","일반","21","관리자","2등급","20230701","M"
"1","남구(부산)","청소년","일반","18","관리자","참가","20230701","M"
"2","KSPO아산","성인","일반","29","관리자","2등급","20230701","F"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","23","관리자","참가","20230701","M"
"1","스포원(금정)","성인","일반","49","관리자","참가","20230701","F"
"1","연제","청소년","일반","18","관리자","3등급","20230701","M"
"1","KSPO건강체력","성인","출장","55","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","60","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","43","관리자","참가","20230701","F"
"1","KSPO건강체력","어르신","출장","72","관리자","참가","20230701","F"
"1","구미","성인","일반","30","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","23","관리자","참가","20230701","M"
"1","연제","성인","일반","34","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","27","관리자","참가","20230701","M"
"1","KSPO송파","청소년","출장","15","관리자","3등급","20230701","M"
"1","KSPO건강체력","어르신","출장","69","관리자","참가","20230701","F"
"1","성동","성인","일반","30","관리자","3등급","20230701","F"
"0","KSPO건강체력","성인","출장","28","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","52","관리자","참가","20230701","F"
"1","충주","성인","일반","24","관리자","참가","20230701","F"
"2","성동","성인","일반","31","관리자","3등급","20230701","F"
"1","성동","성인","일반","28","관리자","참가","20230701","F"
"1","성동","성인","일반","40","관리자","3등급","20230701","F"
"1","KSPO건강체력","성인","출장","48","관리자","참가","20230701","M"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","48","관리자","참가","20230701","F"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230701","M"
"1","KSPO대구","성인","일반","37","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","69","관리자","참가","20230701","M"
"2","화성","성인","일반","28","관리자","참가","20230701","M"
"1","KSPO송파","청소년","출장","15","관리자","참가","20230701","M"
"1","전주","성인","일반","49","관리자","3등급","20230701","F"
"1","성동","성인","일반","28","관리자","참가","20230701","F"
"1","성동","성인","일반","33","관리자","참가","20230701","M"
"1","KSPO건강체력","어르신","출장","69","관리자","참가","20230701","M"
"5","스포원(금정)","청소년","일반","18","관리자","2등급","20230701","M"
"1","KSPO대구","성인","일반","22","관리자","2등급","20230701","F"
"1","KSPO대구","성인","일반","54","관리자","2등급","20230701","F"
"1","KSPO송파","청소년","출장","14","관리자","1등급","20230701","M"
"1","KSPO건강체력","성인","출장","22","관리자","참가","20230701","F"
"1","KSPO아산","성인","일반","52","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","50","관리자","참가","20230701","F"
"1","스포원(금정)","성인","일반","42","관리자","참가","20230701","F"
"2","KSPO대구","성인","일반","49","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","23","관리자","참가","20230701","F"
"1","KSPO건강체력","성인","출장","49","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","71","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","41","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","43","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","33","관리자","참가","20230702","M"
"1","KSPO건강체력","어르신","출장","67","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","62","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","21","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","33","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","41","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","51","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","51","관리자","참가","20230702","M"
"1","KSPO건강체력","어르신","출장","67","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","30","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","45","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","36","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","31","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","27","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","52","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","62","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","31","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","33","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","71","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","61","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","63","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","22","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","30","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","55","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","29","관리자","참가","20230702","M"
"1","KSPO건강체력","어르신","출장","76","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","51","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","73","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","58","관리자","참가","20230702","M"
"2","KSPO건강체력","성인","출장","22","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","31","관리자","참가","20230702","M"
"1","KSPO건강체력","어르신","출장","71","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","28","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","42","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","43","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","58","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","53","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","67","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","52","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","31","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","45","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","48","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","63","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","55","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","60","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","73","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","70","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","50","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","46","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","49","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","39","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","46","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","59","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","44","관리자","참가","20230702","M"
"1","KSPO건강체력","성인","출장","30","관리자","참가","20230702","F"
"1","KSPO건강체력","어르신","출장","67","관리자","참가","20230702","M"
"1","KSPO건강체력","어르신","출장","68","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","43","관리자","참가","20230702","F"
"1","KSPO건강체력","성인","출장","40","관리자","참가","20230702","M"
"3","KSPO건강체력","어르신","출장","65","관리자","참가","20230702","F"
"2","중구(서울)","성인","일반","22","관리자","3등급","20230703","F"
"1","오산","성인","출장","39","관리자","참가","20230703","M"
"1","오산","성인","출장","42","관리자","참가","20230703","M"
"1","원주","성인","일반","19","관리자","2등급","20230703","M"
"1","세종","청소년","출장","17","관리자","참가","20230703","F"
"1","남구(울산)","성인","출장","46","관리자","3등급","20230703","M"
"1","세종","청소년","출장","17","관리자","3등급","20230703","M"
"2","강릉","성인","출장","25","관리자","참가","20230703","M"
"2","동구(광주)","성인","일반","25","관리자","1등급","20230703","F"
"4","강릉","성인","출장","33","관리자","참가","20230703","M"
"1","동작","유아기","일반","74","관리자","참가","20230703","F"
"1","성남","유아기","출장","62","관리자","참가","20230703","M"
"2","KSPO아산(출장)","청소년","출장","18","관리자","참가","20230703","F"
"2","강릉","성인","출장","27","관리자","참가","20230703","M"
"4","서구(대전)","성인","일반","22","관리자","3등급","20230703","M"
"1","남원","유아기","출장","71","관리자","참가","20230703","F"
"1","남원","유아기","출장","78","관리자","참가","20230703","F"
"4","춘천","성인","일반","56","관리자","2등급","20230703","M"
"2","천안","청소년","출장","17","관리자","참가","20230703","M"
"2","중구(서울)","성인","일반","57","관리자","3등급","20230703","F"
"1","강릉","성인","출장","50","관리자","참가","20230703","M"
"3","안동","청소년","출장","18","관리자","3등급","20230703","F"
"4","안동","청소년","출장","17","관리자","참가","20230703","F"
"3","안동","청소년","출장","17","관리자","참가","20230703","F"
"1","포항","성인","일반","48","관리자","3등급","20230703","F"
"10","제주","어르신","일반","78","관리자","2등급","20230703","F"
"1","강릉","성인","출장","38","관리자","2등급","20230703","M"
"1","KSPO아산(출장)","청소년","출장","18","관리자","참가","20230703","M"
"1","전주","성인","일반","19","관리자","3등급","20230703","F"
"2","동구(광주)","성인","일반","20","관리자","참가","20230703","F"
"3","오산","성인","출장","39","관리자","2등급","20230703","M"
"1","오산","성인","출장","55","관리자","3등급","20230703","M"
"1","남구(울산)","성인","출장","35","관리자","참가","20230703","M"
"1","화성","성인","일반","19","관리자","참가","20230703","M"
"2","강릉","성인","출장","38","관리자","참가","20230703","M"
"1","KSPO대구","성인","일반","31","관리자","참가","20230703","M"
"1","세종","청소년","출장","17","관리자","참가","20230703","F"
"1","서구(광주)","성인","일반","28","관리자","참가","20230703","F"
"1","부천","성인","일반","26","관리자","2등급","20230703","M"
"1","오산","성인","출장","31","관리자","참가","20230703","M"
"1","세종","청소년","출장","17","관리자","참가","20230703","F"
"2","강릉","성인","출장","29","관리자","참가","20230703","M"
"1","포천","성인","일반","31","관리자","참가","20230703","M"
"1","사천","청소년","출장","14","관리자","3등급","20230703","M"
"3","안동","청소년","출장","16","관리자","1등급","20230703","F"
"1","남원","유아기","출장","78","관리자","참가","20230703","F"
"4","강릉","성인","출장","52","관리자","3등급","20230703","M"
"1","남구(울산)","성인","출장","58","관리자","참가","20230703","M"
"1","세종","청소년","출장","17","관리자","참가","20230703","M"
"1","제주","성인","일반","38","관리자","참가","20230703","F"
"1","군산","성인","일반","28","관리자","참가","20230703","M"
"1","미추홀","유아기","일반","71","관리자","참가","20230703","M"
"4","서구(대전)","성인","일반","32","관리자","참가","20230703","M"
"3","포항","성인","일반","32","관리자","참가","20230703","M"
"1","세종","청소년","출장","16","관리자","참가","20230703","F"
"3","경산","성인","일반","30","관리자","참가","20230703","M"
"1","수원","성인","일반","19","관리자","1등급","20230703","M"
"1","서구(광주)","성인","일반","26","관리자","참가","20230703","F"
"1","오산","성인","출장","47","관리자","3등급","20230703","M"
"1","창원마산회원","유아기","일반","63","관리자","참가","20230703","F"
"1","동구(광주)","성인","일반","20","관리자","참가","20230703","M"
"1","KSPO광주","성인","일반","20","관리자","3등급","20230703","M"
"3","삼척","청소년","일반","18","관리자","참가","20230703","M"
"4","안동","청소년","출장","17","관리자","참가","20230703","F"
"1","화성","성인","일반","19","관리자","참가","20230703","M"
"1","사천","청소년","출장","13","관리자","3등급","20230703","M"
"1","사천","청소년","출장","13","관리자","3등급","20230703","M"
"4","강릉","성인","출장","47","관리자","참가","20230703","M"
"1","KSPO송파","성인","일반","24","관리자","2등급","20230703","F"
"7","동구(광주)","어르신","일반","69","관리자","참가","20230703","M"
"1","달서","성인","일반","34","관리자","참가","20230703","F"
"2","안동","청소년","출장","16","관리자","참가","20230703","F"
"4","강릉","성인","출장","47","관리자","참가","20230703","M"
"1","서초","성인","일반","20","관리자","참가","20230703","M"
"1","춘천","성인","일반","46","관리자","1등급","20230703","F"
"1","서구(대전)","성인","일반","27","관리자","2등급","20230703","F"
"1","미추홀","유아기","일반","77","관리자","참가","20230703","F"
"1","안동","청소년","출장","15","관리자","참가","20230703","F"
"1","안동","청소년","출장","16","관리자","참가","20230703","F"
"1","춘천","성인","일반","41","관리자","1등급","20230703","F"
"2","제주","성인","일반","31","관리자","1등급","20230703","M"
"1","서대문","성인","일반","21","관리자","참가","20230703","F"
"1","미추홀","유아기","일반","75","관리자","참가","20230703","M"
"1","미추홀","유아기","일반","69","관리자","2등급","20230703","M"
"2","광주","청소년","일반","17","관리자","참가","20230703","M"
"1","양평","청소년","일반","18","관리자","참가","20230703","M"
"2","강릉","성인","출장","30","관리자","참가","20230703","M"
"1","수원","성인","일반","19","관리자","1등급","20230703","M"
"1","수원","청소년","일반","18","관리자","참가","20230703","M"
"1","사천","청소년","출장","14","관리자","참가","20230703","M"
